Time,Delhi,BRPL,BYPL,NDPL,NDMC,MES
2024-02-27,3006.5962132352943,1246.286580882353,580.8990073529412,1007.7999264705883,119.18643382352941,23.498345588235296
2024-02-28,3057.648888888889,1264.3425555555555,605.6672962962964,1015.5202592592592,119.80011111111111,23.310296296296297
2024-02-29,3001.1976923076923,1245.973216783217,593.3079020979021,990.6640209790208,120.85384615384615,22.109405594405594
2024-03-01,3077.5380147058822,1264.372573529412,614.0683088235294,1028.3324632352942,119.11091911764706,22.207536764705882
2024-03-02,2860.75326007326,1212.9682051282052,591.3304761904762,902.1825641025641,106.58648351648353,20.414871794871797
2024-03-03,2805.379446494465,1166.692066420664,585.7826199261992,911.710110701107,95.38472324723247,19.385239852398524
2024-03-04,2924.4021323529414,1212.9574632352942,582.790294117647,967.593161764706,111.72095588235294,21.52643382352941
2024-03-05,2930.234411764706,1207.3058823529411,574.2924264705882,986.5354779411765,112.23485294117647,21.75580882352941
2024-03-06,2969.1867605633806,1218.6667957746479,601.3622183098591,981.6146126760563,116.58049295774649,22.844718309859154
2024-03-07,2916.7763736263732,1184.9734432234432,603.9198168498168,958.2984249084249,119.50465201465201,22.24124542124542
2024-03-08,2977.426875,1234.6031617647059,612.123125,967.4980882352941,113.39099264705882,21.516985294117646
2024-03-09,2768.0285714285715,1169.9472893772893,575.2429670329669,872.9535897435896,103.67373626373626,19.752490842490843
2024-03-10,2703.690220588235,1123.0586397058823,557.0609191176471,883.0220588235294,95.8841911764706,19.044816176470587
2024-03-11,2907.4279487179488,1208.451098901099,576.141684981685,959.4073992673992,115.632673992674,20.37113553113553
2024-03-12,2930.8716974169743,1205.2244280442806,573.129077490775,991.5849815498156,112.8089298892989,20.51228782287823
2024-03-13,2977.0844852941177,1224.5316176470587,600.3178676470588,986.005955882353,117.2548161764706,20.30154411764706
2024-03-14,2967.443406593407,1214.7482051282052,604.9597802197802,982.9843956043956,116.73688644688644,19.956190476190475
2024-03-15,3008.460442804428,1226.760295202952,613.7845387453874,1002.7564575645756,116.01630996309963,20.21918819188192
2024-03-16,2842.6770695970695,1194.9055311355312,602.9004395604396,894.1605128205128,104.04527472527472,19.0385347985348
2024-03-17,2725.3997802197805,1124.4934798534798,566.7295604395605,895.0416117216116,95.54380952380951,17.86102564102564
2024-03-18,2911.0506227106225,1194.7110256410256,574.6276556776558,970.6586446886447,123.58150183150182,20.015787545787546
2024-03-19,3003.857728937729,1228.9879487179487,592.6058608058607,1002.8775457875458,131.0625641025641,19.934835164835164
2024-03-20,3134.1224908424906,1283.2577655677655,660.4365934065934,1011.1103663003663,129.69974358974358,20.084285714285716
2024-03-21,3049.8758088235295,1243.1080147058824,628.3512867647058,992.7965441176469,136.63636029411762,20.064191176470587
2024-03-22,3198.629706959707,1304.1635897435897,661.0946886446886,1042.1331868131867,140.14399267399267,20.89021978021978
2024-03-23,3059.2855749128917,1257.278362369338,650.7947386759582,978.5247735191637,125.13616724738677,18.821149825783973
2024-03-24,2756.275052264808,1164.1178048780487,583.9510104529617,849.1859930313589,115.07163763066201,17.837212543554006
2024-03-25,2307.1765693430657,1043.3578832116789,502.1223722627737,620.4251094890511,101.94806569343066,17.286569343065693
2024-03-26,2822.887142857143,1242.2642857142857,604.6059930313589,802.9809407665505,125.8030662020906,20.361881533101045
2024-03-27,3225.94498245614,1355.5578596491227,681.2662105263157,1001.6341403508771,134.64978947368422,22.007473684210527
2024-03-28,3419.2412587412587,1416.9851048951048,721.9323076923077,1083.036083916084,141.83475524475523,23.17555944055944
2024-03-29,3501.0307665505225,1456.9502787456445,749.3088850174216,1105.6391986062717,134.54662020905923,21.670940766550522
2024-03-30,3540.6758974358977,1493.8762271062271,779.909010989011,1072.7644688644689,137.20358974358976,23.279890109890108
2024-03-31,3419.610839160839,1438.831853146853,748.380944055944,1052.4063636363635,125.47244755244756,21.97576923076923
2024-04-01,3472.658722627737,1471.8864598540147,720.3919708029197,1080.1360948905108,142.46996350364964,24.377992700729926
2024-04-02,3424.815763888889,1427.2992708333334,707.4124999999999,1094.9645833333334,139.46659722222222,23.254444444444445
2024-04-03,3549.7711636363633,1467.0882545454547,758.9147272727272,1122.1228363636365,143.49676363636362,23.994618181818183
2024-04-04,3702.716354166667,1536.263159722222,787.5609027777778,1169.7068402777777,149.45336805555556,24.8971875
2024-04-05,3805.2839636363633,1585.2171636363635,807.8497090909092,1194.169018181818,156.20803636363635,25.657745454545456
2024-04-06,3609.4379272727274,1527.5373454545456,818.1917818181818,1069.0864727272728,137.3108727272727,23.150036363636364
2024-04-07,3414.2006293706295,1449.018006993007,770.0819230769231,1017.9917832167833,122.90790209790211,21.374475524475525
2024-04-08,3735.1503496503497,1576.7819930069932,807.0824475524475,1132.3696153846154,157.8540909090909,25.486958041958044
2024-04-09,3799.5726545454545,1594.917090909091,790.3722909090909,1191.5370545454546,160.43214545454543,25.67450909090909
2024-04-10,3830.4415693430656,1610.6638321167884,800.1649635036497,1189.3462408759124,167.44302919708028,26.22660583941606
2024-04-11,3791.501333333333,1601.7509824561405,807.0436140350877,1183.372,142.0544210526316,22.273298245614036
2024-04-12,4026.2901045296167,1698.8539024390245,843.7157142857143,1246.791637630662,170.98108013937284,27.253379790940766
2024-04-13,3817.033588850174,1638.09606271777,832.542299651568,1135.0775609756097,151.3624738675958,24.102369337979095
2024-04-14,3473.682832167832,1486.2451398601397,755.3524125874126,1044.9448251748252,132.6213986013986,21.45451048951049
2024-04-15,3809.881013986014,1618.8344055944056,805.8954545454545,1152.9553146853145,170.55342657342658,25.558671328671327
2024-04-16,3950.4921090909093,1667.1912727272727,837.9741454545455,1205.0462909090909,176.84796363636366,25.897454545454547
2024-04-17,3739.684708029197,1596.0346715328467,793.7466058394161,1140.007591240876,152.3081386861314,21.71521897810219
2024-04-18,4031.145781818182,1701.8093454545456,868.8270545454545,1210.8393090909092,183.42458181818182,27.36829090909091
2024-04-19,4324.983832752614,1839.9322996515677,928.9079442508711,1293.3762717770035,192.63742160278747,29.192682926829267
2024-04-20,4177.549685314685,1822.954895104895,915.297972027972,1197.0541258741257,175.77737762237763,26.529475524475526
2024-04-21,3960.2857342657344,1710.9660839160838,857.0411538461539,1174.0193006993009,156.15307692307692,24.460874125874128
2024-04-22,4168.008893442623,1787.1999590163934,875.1480737704918,1234.0595081967215,202.38590163934427,29.319754098360658
2024-04-23,4221.454020979021,1810.2198251748252,887.5355944055943,1262.8806643356643,192.80458041958042,28.307587412587413
2024-04-24,4161.890729927008,1751.3191605839415,897.5436861313868,1251.8392700729928,193.8580291970803,27.81543795620438
2024-04-25,4366.0868641114985,1853.971045296167,928.9688153310104,1312.4631707317074,200.18745644599304,28.90048780487805
2024-04-26,4517.095839160839,1904.8363286713284,994.4019580419581,1340.2173426573427,204.58527972027971,29.98339160839161
2024-04-27,4384.029818181818,1881.7716363636364,992.1841454545455,1260.5313454545455,180.26654545454548,27.400327272727274
2024-04-28,4132.845253623189,1777.5283695652174,902.9310869565218,1226.2648913043479,161.23956521739132,25.334746376811594
2024-04-29,4543.138362369338,1943.2397909407664,966.8323344947736,1349.2370731707317,210.17637630662023,30.802299651567946
2024-04-30,4369.001742160279,1861.8279094076654,928.5870034843205,1324.6993031358886,182.91435540069685,29.57404181184669
2024-05-01,4091.3134494773517,1722.2317073170732,880.1024041811847,1250.263832752613,172.76885017421603,27.282682926829267
2024-05-02,4106.0710801393725,1727.2336236933797,889.8173519163763,1249.0682926829268,173.48031358885018,27.453728222996517
2024-05-03,4273.921709090909,1794.0214545454546,930.1056363636363,1293.592290909091,186.93065454545456,28.339418181818182
2024-05-04,4356.324036363637,1891.9353818181817,969.3285090909092,1255.8989454545456,170.8256,26.9052
2024-05-05,4381.595693430657,1912.3740875912408,968.3715693430656,1280.5062408759125,153.21952554744527,25.49810218978102
2024-05-06,4936.0469454545455,2144.256,1063.9783272727273,1437.1676727272727,216.1152,27.39770909090909
2024-05-07,5234.61695652174,2263.853007246377,1129.2624275362318,1524.4438768115942,238.27909420289853,29.168333333333333
2024-05-08,5455.1614335664335,2376.084405594406,1179.503846153846,1578.048951048951,236.94874125874125,32.90706293706294
2024-05-09,5251.671745454545,2274.7332363636365,1128.671890909091,1533.4956727272727,232.08203636363635,32.5772
2024-05-10,5297.256713286713,2287.4414335664337,1165.5753846153846,1525.7948251748253,234.80468531468532,33.34646853146853
2024-05-11,4826.788986013986,2101.74993006993,1124.9335314685313,1337.4706993006994,188.49583916083915,28.317552447552448
2024-05-12,4971.705540069686,2147.167386759582,1150.0596864111499,1425.2002787456445,175.2968292682927,26.931811846689897
2024-05-13,5397.6702090592335,2337.3616376306622,1224.9094425087108,1516.1907665505225,233.41700348432053,34.36745644599303
2024-05-14,5302.311916376307,2280.4606620209056,1164.4375261324042,1541.8432404181185,230.0863066202091,35.031289198606274
2024-05-15,5371.901818181818,2313.1653146853146,1176.8603846153846,1567.4918181818182,228.3595804195804,34.957692307692305
2024-05-16,5552.696581818182,2401.048036363636,1210.3920363636364,1616.2257454545454,235.51294545454545,36.74458181818182
2024-05-17,5757.902554744525,2510.754087591241,1250.3211313868612,1656.9419343065695,246.80069343065693,38.17879562043795
2024-05-18,5887.325156794425,2607.240696864111,1331.5999651567945,1648.000487804878,209.80289198606272,34.940766550522646
2024-05-19,5803.3715625,2564.703645833333,1309.0287152777778,1656.8613194444445,184.75493055555555,33.06298611111111
2024-05-20,6321.047909407665,2773.334425087108,1401.8704529616725,1800.4884668989548,247.24623693379792,38.1187456445993
2024-05-21,6536.3052,2878.9695636363635,1427.931090909091,1875.9052,252.70523636363637,38.61309090909091
2024-05-22,6715.775209790209,2966.4344405594406,1488.4973076923077,1893.1376923076923,262.95954545454543,40.93723776223776
2024-05-23,6445.3636,2869.270581818182,1431.3477090909091,1829.479781818182,219.76007272727273,34.42949090909091
2024-05-24,6599.641916376307,2900.046724738676,1455.9316724738676,1874.2414285714287,266.11630662020906,40.46940766550522
2024-05-25,5981.283402777778,2742.6227083333333,1322.2076041666667,1631.1321875,194.77822916666665,33.830486111111114
2024-05-26,6084.753784722223,2735.533888888889,1354.816701388889,1710.7013541666665,192.82229166666667,33.146701388888886
2024-05-27,6693.011678321679,2985.6353146853144,1462.2603146853148,1871.846223776224,268.81230769230774,40.99909090909091
2024-05-28,6713.51472027972,2971.3474825174826,1477.222937062937,1899.3233566433566,261.27367132867136,40.32283216783217
2024-05-29,6798.739097222223,2985.482048611111,1508.6432986111113,1935.6130555555558,263.240625,41.035
2024-05-30,6799.067097902098,3006.0026923076925,1498.359020979021,1928.725104895105,260.76604895104896,40.792132867132864
2024-05-31,6797.048188153311,3000.0650871080143,1497.8262020905922,1932.6126829268292,261.4228919860627,40.71592334494773
2024-06-01,6412.960487804878,2870.3493031358885,1445.6780836236933,1780.6028571428571,219.0933449477352,36.313066202090596
2024-06-02,6014.53393728223,2674.4763763066203,1344.6668292682928,1717.4266550522648,187.83773519163762,32.97114982578397
2024-06-03,6507.9682517482515,2885.853951048951,1403.2979020979021,1853.7970279720278,261.14814685314684,40.838706293706295
2024-06-04,6648.070696864112,2940.7334843205576,1436.2627526132403,1908.8990940766553,258.12108013937285,40.92174216027875
2024-06-05,6592.080384615385,2959.580664335664,1395.4259790209792,1881.3288461538464,262.0895804195804,31.731223776223775
2024-06-06,6106.356770833333,2718.840347222222,1332.9414583333335,1718.5742708333335,245.28430555555556,32.804236111111116
2024-06-07,6156.073623693379,2734.2497212543553,1325.8564111498258,1749.412543554007,250.95240418118465,37.17717770034843
2024-06-08,5994.058954703833,2700.306445993031,1327.2263414634147,1656.9127874564458,218.05432055749128,34.71637630662021
2024-06-09,5687.44787456446,2544.459790940766,1253.7173519163764,1609.9382926829267,193.57083623693381,31.424285714285716
2024-06-10,6158.895801526717,2742.989389312977,1313.708854961832,1735.7540458015267,268.86599236641223,39.42687022900763
2024-06-11,6365.889300699301,2785.34486013986,1378.9861888111889,1845.944965034965,255.6896853146853,39.355909090909094
2024-06-12,6547.989340277778,2818.426354166667,1462.3088541666666,1899.8820486111113,265.33440972222223,39.75434027777778
2024-06-13,6293.546218487395,2813.5938655462182,1398.853025210084,1776.3635294117648,208.31025210084036,36.47159663865546
2024-06-14,6831.523993055555,3030.8031250000004,1481.6958333333334,1935.2924652777776,276.4362152777778,42.38090277777778
2024-06-15,6572.1937847222225,2933.816875,1463.6594444444445,1836.1477430555558,239.14614583333332,37.22819444444444
2024-06-16,6461.90362369338,2887.064041811847,1430.9921602787456,1837.8528222996515,209.15926829268292,35.32006968641115
2024-06-17,6859.708402777778,3084.5714583333333,1485.5896180555555,1956.5636805555555,230.85899305555554,36.7234375
2024-06-18,7361.06909090909,3276.7272377622376,1580.298006993007,2086.3117132867133,302.5675174825175,45.49318181818182
2024-06-19,7333.513776223776,3262.318181818182,1592.2873776223776,2057.0988461538464,305.9301398601399,46.091818181818184
2024-06-20,6622.154340277778,2948.1121527777777,1423.5861805555555,1869.6396180555555,275.54020833333334,42.97538194444444
2024-06-21,6240.1856445993035,2784.6125783972125,1344.7011149825785,1750.1002090592335,261.7376655052265,39.37982578397212
2024-06-22,5920.550979020979,2653.9888811188807,1317.420104895105,1645.6286363636364,217.15216783216783,29.716993006993004
2024-06-23,5907.534982578397,2618.592055749129,1313.0624738675958,1694.2589547038328,197.77606271777006,28.05149825783972
2024-06-24,6410.9074216027875,2840.334738675958,1365.3700348432055,1831.4365505226483,277.0317421602787,36.237526132404184
2024-06-25,6426.6315679442505,2846.966411149826,1359.9860278745643,1838.428292682927,281.08421602787456,39.25212543554007
2024-06-26,6512.298888888889,2862.1078125000004,1429.3089930555554,1841.8077430555556,276.69743055555557,40.450069444444445
2024-06-27,6014.647804878048,2613.6136585365853,1328.9431358885017,1726.00574912892,251.56585365853655,37.33317073170732
2024-06-28,5297.136306620209,2300.5150871080136,1150.1679094076655,1540.103693379791,222.1387456445993,33.71696864111498
2024-06-29,5376.293066202091,2381.4019860627177,1201.7757142857142,1496.2788153310105,212.09996515679444,33.61275261324042
2024-06-30,5491.093031358885,2423.9569337979096,1217.1444599303136,1564.4111846689896,200.33989547038328,32.95783972125435
2024-07-01,5915.825874125874,2601.536013986014,1281.5055944055944,1683.3790559440558,253.1070979020979,39.93486013986014
2024-07-02,6055.011342592592,2637.330972222222,1305.2858333333334,1754.46125,258.77208333333334,41.986990740740744
